1147,-32768,-10861
-938,-32768,-11521
5821,-32768,-11414
31954,-32768,-9760
32767,-32768,-9200
32767,-32768,-8174
32767,-32768,-7211
32767,-32768,-6667
32767,-32768,-5555
32767,-32768,-5074
32767,-32768,-3773
32767,-32768,-3118
32767,-32768,-1976
32767,-32768,-1301
32767,-32768,-577
32767,-32768,441
32767,-32768,1520
32767,-32768,2128
32767,-32768,2894
32767,-32768,3665
32767,-32768,4094
32767,-32768,4624
32767,-32768,5314
32767,-32768,5819
32767,-32768,6330
32767,-32768,6660
32767,-32768,6946
32767,-32768,7109
32767,-32768,7228
32767,-32768,7205
32767,-32768,7053
32767,-32768,6839
32767,-32768,6492
32767,-32768,6047
32767,-32768,5593
32767,-32768,5322
32767,-32768,4926
32767,-32768,4407
32767,-32768,3744
32767,-31781,3253
32767,-32268,2603
32767,-27240,2001
32767,-26720,1048
32767,-14244,579
32767,-15271,59
32767,-14344,-615
32767,-9414,-1550
32767,-3087,-2219
32767,5262,-3319
32767,2977,-3725
32767,9313,-4581
32767,17704,-5353
32767,18876,-6065
32767,29760,-6746
32767,32767,-7534
32767,32767,-8008
32767,32767,-8958
32767,32767,-9435
32767,32767,-9576
32767,32767,-10557
32767,32767,-11256
32767,32767,-11512
32767,32767,-11834
32767,32767,-12429
32767,32767,-12499
32767,32767,-13162
32767,32767,-13307
28590,32767,-13293
27096,32767,-12436
15190,32767,-12493
9682,32767,-11901
1494,32767,-11423
-4886,32767,-10764
-12465,32767,-9488
-7222,32767,-8899
-15463,32767,-8190
-20156,32767,-7844
-23510,32767,-7423
-24703,32767,-6691
-28990,32767,-6409
-32768,32767,-6152
-32768,32767,-5887
-32768,32767,-5559
-32768,32767,-5494
-32768,32767,-5085
-32768,32767,-4810
-32768,32767,-4868
-32768,32767,-4680
-32768,32767,-4911
-32768,32767,-5360
-32768,32767,-5250
-32768,32767,-5407
-32768,32767,-5558
-32768,32767,-5630
-32768,32767,-5927
-32768,32767,-6254
-32768,32767,-6662
-32768,32767,-7334
-32768,32767,-7461
-32768,32767,-8082
-32768,28476,-8735
-32768,27742,-9045
-32768,25755,-9860
-32768,9741,-12678
195,-32768,-17645
32767,-32768,-9328
32767,-32768,-8521
32767,-32768,-7375
32767,-32768,-6680
32767,-32768,-5922
32767,-32768,-5173
32767,-26231,-4564
32767,-20259,-3674
32767,-22005,-3279
32767,-13079,-2670
32767,-8005,-2151
32767,-1,-1902
32767,6323,-1647
32767,8663,-1471
32767,12401,-1328
32767,19517,-1444
32767,23440,-1389
32767,26618,-1461
32767,31279,-1472
32767,32767,-1824
32767,32767,-2194
32767,32767,-2513
32767,32767,-3080
32767,32767,-3624
32767,32767,-4202
32767,32767,-4952
32767,32767,-6007
32767,32767,-6652
32767,32767,-7856
31984,32767,-9061
24032,32767,-10407
22953,32767,-11413
16772,32767,-12543
7880,32767,-13954
1649,32767,-14741
-32768,7698,-22863
-32768,4777,-22766
-32768,1592,-22660
4215,-32768,-11624
32767,-32768,-9200
32767,-32768,-8898
32767,-32768,-8407
32767,-32768,-7912
32767,-32768,-7393
32767,-32768,-6942
32767,-32768,-6681
32767,-32768,-6410
32767,-31085,-6162
32767,-27062,-6076
32767,-6179,-5684
32767,-9990,-5668
32767,-4050,-5809
32767,7184,-5978
32767,12174,-6183
32767,26248,-6634
32767,32767,-7371
32767,32767,-7151
32767,32767,-7963
32767,32767,-9036
32767,32767,-10301
32767,32767,-10665
32767,32767,-12453
32767,32767,-13414
32386,32767,-15021
17349,32767,-16803
1811,32767,-18388
