-334,445,-10
-120,431,-46
48,367,-23
-90,314,-102
-400,158,-133
-485,129,-217
120,659,236
-386,179,-67
-444,154,-69
-589,-448,-325
-296,273,127
5,142,58
226,306,339
251,298,147
64,230,302
-253,330,72
-326,293,108
-358,217,-120
-384,313,-90
-247,391,-81
-115,411,-84
-212,318,-126
-354,245,-103
-145,487,-80
-171,334,-179
-107,431,-214
-367,227,-247
-578,130,-251
-682,61,-302
-129,288,72
-81,275,-83
-102,201,21
116,265,-15
34,235,-102
235,445,-53
212,546,-45
85,391,-106
-8,255,-130
295,375,-19
122,67,-204
-255,38,-300
-590,-126,-357
-845,-163,-421
-843,-291,-574
-880,-149,-544
-800,30,-556
-286,267,-538
-44,313,-488
-182,260,-288
-338,176,-365
-56,308,-102
-48,238,-109
-197,208,-12
-566,-191,-63
-527,-123,-169
-538,141,-118
-43,297,127
616,554,213
388,566,128
116,472,-27
-59,251,-46
148,287,49
-110,392,90
118,501,86
19,479,13
-346,340,-100
-558,341,-159
-731,272,-41
-825,-16,24
41,120,258
-221,-35,242
-37,44,331
-3,172,260
-238,168,104
-395,131,91
-516,218,24
-536,220,-145
-171,461,141
74,565,136
-461,196,-156
-631,190,-152
-775,-61,-228
-675,-247,-199
-386,237,219
179,429,250
88,287,78
-9,218,0
-13,229,-30
-165,350,-132
-194,414,-187
-173,406,-267
-297,432,-223
-284,669,103
-389,481,-58
-91,452,-47
25,535,78
-2,335,-38
300,520,82
-105,253,-118
-94,246,-4
-46,321,-2
-369,135,-138
-640,-105,-190
-609,-67,-240
-441,-23,-241
5,316,7
59,297,-46
46,352,-69
-172,319,39
-393,234,-64
-624,46,-138
-521,113,-160
-1,367,21
156,386,40
71,405,79
143,393,140
-59,374,-64
-199,325,-114
-17,307,32
146,429,128
87,423,88
-51,247,18
158,526,252
-137,375,57
-151,302,93
-149,368,76
-418,237,-129
-446,186,-184
23,349,-6
-171,227,65
-176,262,156
5,363,154
134,315,23
40,300,-44
1,269,-67
-48,225,-38
-101,116,-78
-288,45,-140
9,296,-45
65,269,-81
-14,224,10
-287,154,-98
-298,184,16
204,424,89
122,212,104
118,418,44
-81,340,89
-37,327,107
-248,245,-21
-340,120,2
-365,151,-80
-474,130,-139
-585,32,-172
-366,166,-152
-14,343,-64
-79,259,-51
-166,139,-102
-271,97,-179
-71,174,-110
-94,-53,-94
-200,80,-128
-181,279,-45
-510,245,-180
-632,401,-159
-178,479,-57
-224,425,-74
-112,472,11
92,529,82
3,470,99
-189,312,16
-318,246,-49
-470,163,-138
-400,108,-101
-345,217,-124
-63,335,43
453,534,204
162,540,117
1,464,-13
-36,461,-72
-228,420,-192
-430,296,-257
-592,172,-242
-455,256,-62
108,437,292
35,268,242
-60,278,105
308,405,187
132,386,127
-27,339,4
-182,366,50
-436,212,-66
-194,357,8
-47,351,157
-367,310,-95
-228,340,70
62,334,142
-46,357,91
-312,296,0
-204,348,-41
184,521,91
-10,410,-49
7,453,-56
-223,397,-108
-398,286,-160
-455,257,-100
-435,236,45
-555,159,-5
-650,119,-41
-955,103,-126
-444,322,4
-199,341,49
-56,340,-37
-112,392,-59
-127,344,-100
-202,389,-92
28,400,24
81,423,42
-56,457,48
-1,406,167
-44,293,161
-56,325,144
-19,354,124
-208,253,-33
-69,408,140
78,404,1
-137,268,-15
-58,307,-15
-346,224,-105
-517,252,-122
-212,376,-20
5,412,8
-353,267,-152
-338,214,-84
-392,206,-101
-18,478,-4
-74,305,-124
-240,352,-53
-494,324,-130
-389,365,-86
-277,241,-90
-120,268,11
-42,214,-12
-374,71,-121
-308,205,-49
-127,203,-60
180,331,98
-385,181,-112
-487,274,-143
-588,179,-221
-301,496,-32
-254,417,-117
-143,482,-46
-124,584,230
-78,498,98
-92,343,116
-50,338,184
-94,145,98
54,50,-9
57,197,95
-44,169,-107
-264,165,-130
-627,101,-267
-435,235,-285
34,451,-51
-148,275,-78
-378,206,-211
0,480,145
280,482,194
232,352,71
-267,266,-5
-737,55,-107
-664,218,-55
-449,373,-107
-287,316,-132
284,584,212
216,462,79
205,411,148
-40,250,96
-50,288,44
-63,274,6
-207,245,12
-107,263,103
352,435,256
283,366,66
212,430,38
-79,281,-214
-223,228,-279
-228,270,-263
-195,195,-259
-58,231,75
153,345,143
-128,307,68
-197,203,-28
-176,240,-52
38,375,-33
6,294,-99
253,411,-31
9,247,-123
-142,292,-75
-405,162,-182
-348,185,-93
-437,74,-62
-677,-93,-226
-926,-277,-272
-818,-288,-304
-375,-34,-47
-442,-28,-125
199,427,376
396,463,175
96,428,178
-235,224,55
-329,180,-21
-525,8,-193
-254,35,-191
-66,30,-120
-70,-134,-173
263,-58,26
190,-133,-50
-101,-178,-100
-230,-151,-258
-172,43,-191
-213,109,-216
-247,181,-194
-465,302,-173
-460,263,-285
-53,420,-191
231,403,-171
143,311,-144
166,303,-226
85,244,-304
-159,219,-391
-289,164,-441
-628,206,-578
-793,291,-557
-252,616,-288
34,706,-242
-119,620,-269
-256,658,-117
-305,554,-208
-343,477,-278
-419,300,-268
-683,217,-363
-458,335,-137
-106,290,-128
359,532,63
138,336,-81
-66,352,-80
-170,321,-143
-269,165,-233
45,364,-67
-81,282,-262
-367,287,-295
-263,307,-330
-248,298,-345
-198,356,-287
-428,180,-422
-352,93,-343
-340,237,-192
-367,81,-196
-296,95,5
-338,-13,-101
-233,36,-70
-328,-40,-180
-320,49,-129
-518,100,-218
-471,241,-193
-355,388,-62
-117,514,-1
-74,573,-13
-131,530,-137
144,704,-76
-27,507,-204
-181,473,-245
-270,424,-281
-493,228,-402
-402,196,-430
-177,363,-199
-567,247,-355
-522,243,-267
-412,335,-178
-513,333,-262
-241,476,-152
-271,413,-208
-46,449,-2
-120,317,-92
-362,208,-125
-215,165,-80
-135,302,-47
-319,159,-142
-670,54,-334
-316,307,-136
-98,384,-163
-369,240,-249
-198,329,-203
-169,291,-192
-442,113,-171
-163,205,16
-261,37,-77
-175,56,-33
-203,101,109
-389,34,15
-679,35,16
-244,286,142
-191,352,100
-323,365,-40
-410,323,-150
-162,497,23
-50,552,-11
-198,432,-39
-368,373,-76
-515,124,-256
-494,53,-332
-411,-26,-318
-32,65,-211
-91,19,-313
0,70,-182
-92,77,-180
-349,38,-204
-202,294,-152
-387,253,-227
-380,377,-179
92,706,51
-129,560,-6
-231,563,-3
-348,536,-61
-214,574,39
-132,447,-46
-317,436,-32
-484,396,-156
-455,381,-79
92,560,109
90,453,102
-175,417,-76
-522,240,-158
-445,346,-223
-397,368,-205
-611,354,-178
-427,397,-97
-326,402,-84
-191,357,-96
-280,155,-176
-211,249,-64
-422,-3,-195
